example_id,source_group_id,split,id,query,active_unit_count,vehicle_unit_count,has_vehicle_target,domains,issue_codes,initial_status,final_status
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17222,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17222,train,17222,打开窗户打开座椅通风,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17223,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17223,train,17223,我想车头要向上啊,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17224,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17224,train,17224,打开全部车窗打开遮阳帘打开天窗,3,3,True,车载控制,split_sens_lt_semantic_units,manual_review,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17225,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17225,train,17225,打开座椅通风打开网易云,1,1,True,车载控制,split_sens_gt_semantic_units,manual_review,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17226,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17226,train,17226,帮忙停止播放新闻,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17227,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17227,train,17227,就这首歌收藏到我喜欢,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17228,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17228,train,17228,打开空调空调调至二十二度,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17229,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17229,train,17229,放一首舍离去,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17230,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17230,train,17230,美国的苏州市和英国的华盛顿之间的时差是多长时间,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17231,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17231,train,17231,二加一加十五,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17232,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17232,train,17232,需要关掉主动恒温,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17233,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17233,train,17233,导航到十七东方播放音乐,2,0,False,地图|音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17234,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17234,train,17234,迪拜这个城市大吗,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17235,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17235,train,17235,我要听儿歌十二生肖争做仙,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17236,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17236,train,17236,床垫左边的腰部硬度设二十,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17237,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17237,train,17237,播放音乐蝴蝶桩TF家族,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17238,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17238,train,17238,给我设成五十的声,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17239,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17239,train,17239,后排腰托往后调节,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17240,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17240,train,17240,大大大大大后天几号,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17241,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17241,train,17241,关闭抽烟模式,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17242,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17242,train,17242,听首爵士,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17243,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17243,train,17243,锁定全景记录仪,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17244,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17244,train,17244,播放一首歌曲,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17245,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17245,train,17245,把音效模式转换成古典之韵,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17246,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17246,train,17246,放个孤勇者啊啊啊哎呀,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17247,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17247,train,17247,我要听免费的姐姐真漂亮,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17248,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17248,train,17248,帮我把灯关了,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17249,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17249,train,17249,我想卸载QQ音乐,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17250,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17250,train,17250,放经典的开心风格的音乐,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17251,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17251,train,17251,唱一首秋裤大叔的歌也不是当年的歌,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17252,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17252,train,17252,豆腐酿丸子,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17253,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17253,train,17253,让高音转换最低,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17254,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17254,train,17254,洋芋菜谱有什么,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17255,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17255,train,17255,港股市场情况,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17256,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17256,train,17256,我想查询客厅的冰箱的冷冻室的温度,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17257,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17257,train,17257,清明的作者是,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17258,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17258,train,17258,天幕调光玻璃透明度设置最大,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17259,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17259,train,17259,我想听我收藏的电台节目,1,0,False,收音机,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17260,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17260,train,17260,帮我查下从家到长隆水上乐园塞不塞车,1,0,False,地图,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17261,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17261,train,17261,打开后雾灯打开全气候灯,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17262,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17262,train,17262,调整舒适模式,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17263,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17263,train,17263,我要听儿歌DING DONG BELL,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17264,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17264,train,17264,请别再收藏这个了,1,0,False,播放控制,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17265,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17265,train,17265,11月11号穿裙子行不行,1,0,False,天气,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17266,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17266,train,17266,酸汤敲虾片,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17267,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17267,train,17267,关闭预防性刹车距离,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17268,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17268,train,17268,我要听连接,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17269,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17269,train,17269,今天天津限行尾号,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17270,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17270,train,17270,找一下Burberry,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17271,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17271,train,17271,听一下四岁小孩喜欢的歌我想听一下,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17272,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17272,train,17272,帮我导航到World Trade Center,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17273,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17273,train,17273,小云今天天气咋样,1,0,False,天气,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17274,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17274,train,17274,牛肉面怎么做,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17275,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17275,train,17275,明天从苏州到北京的高铁,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17276,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17276,train,17276,副驾大屏滑一下,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17277,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17277,train,17277,给比比放科普故事,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17278,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17278,train,17278,我要吃煲仔鸡脚汤,1,0,False,地图,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17279,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17279,train,17279,汪汪队立大功八,1,0,False,影视,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17280,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17280,train,17280,辅助空调切换为舒适模式,2,2,True,车载控制,split_sens_lt_semantic_units,manual_review,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17281,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17281,train,17281,想知道今天的航班,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17282,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17282,train,17282,请让我找一下快充的充电站吧,1,0,False,地图,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17283,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17283,train,17283,替我播上次收藏的这一个相声,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17284,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17284,train,17284,扶手朝前方滑动到最前,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17285,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17285,train,17285,我想吃蒜香西葫芦,1,0,False,地图,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17286,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17286,train,17286,这儿歌什么明星演唱的,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17287,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17287,train,17287,转向灯不要再让它开着了,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17288,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17288,train,17288,打开空调温度开到二十四度风量调到一挡,3,3,True,车载控制,split_sens_lt_semantic_units,manual_review,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17289,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17289,train,17289,车窗升到顶,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17290,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17290,train,17290,扶手向后边滑动,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17291,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17291,train,17291,我要吃蜀香烤鱼,1,0,False,地图,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17292,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17292,train,17292,风挡减低挡拨打一下波波,2,1,True,打电话|车载控制,mixed_domain_example,manual_review,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17293,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17293,train,17293,关闭蓝牙关闭WIFI,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17294,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17294,train,17294,关闭除霜模式关闭空调,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17295,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17295,train,17295,多媒体屏幕调到自动,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17296,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17296,train,17296,深圳南山区的海底捞,1,0,False,地图,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17297,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17297,train,17297,电视机调亮一点,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17298,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17298,train,17298,紫薯枸杞小米饭,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17299,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17299,train,17299,单曲循环音乐,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17300,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17300,train,17300,放首给妈妈,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17301,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17301,train,17301,放王菲的歌,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17302,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17302,train,17302,打开流媒体播放QQ音乐,2,1,True,车载控制|音乐,mixed_domain_example,manual_review,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17303,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17303,train,17303,播放突变来袭,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17304,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17304,train,17304,江苏省和英国的华盛顿间的时差,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17305,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17305,train,17305,锁车外后视镜自动折叠模式关闭,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17306,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17306,train,17306,座椅脚托收起,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17307,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17307,train,17307,退出自适应巡航控制系统,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17308,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17308,train,17308,请播放我的纸飞机,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17309,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17309,train,17309,播放大唐帝陵,1,0,False,影视,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17310,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17310,train,17310,儿歌不放了,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17311,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17311,train,17311,关闭车外的声音,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17312,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17312,train,17312,去客厅深度拖地,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17313,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17313,train,17313,打开雪地模式,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17314,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17314,train,17314,推荐几道四川菜,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17315,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17315,train,17315,打开驾驶员疲劳监测,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17316,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17316,train,17316,极氪的股价再见再见,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17317,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17317,train,17317,岩石模式下车辆驾驶,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17318,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17318,train,17318,返回刚看的频道,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17319,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17319,train,17319,打开主驾副驾座椅按摩座椅通风,3,3,True,车载控制,split_sens_lt_semantic_units,manual_review,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17320,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17320,train,17320,给幼儿朗读故事可以吗,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17321,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17321,train,17321,违章查看,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17322,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17322,train,17322,把窗户关上把空调打开,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17323,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17323,train,17323,在哔哩哔哩里播放猫和老鼠,1,0,False,影视,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17324,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17324,train,17324,迪士尼电影,1,0,False,影视,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17325,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17325,train,17325,途中所有收费站,1,0,False,地图,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17326,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17326,train,17326,帮我听热门,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17327,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17327,train,17327,我要放首我喜欢的歌单镜中渊,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17328,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17328,train,17328,结束导航查询梧桐山周边的停车场,2,0,False,地图,no_vehicle_target|split_sens_lt_semantic_units,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17329,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17329,train,17329,播放音乐打开香氛,2,1,True,车载控制|音乐,mixed_domain_example,manual_review,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17330,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17330,train,17330,打开空调界面且调高点温度和风速,2,2,True,车载控制,split_sens_gt_semantic_units,manual_review,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17331,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17331,train,17331,约克郡布丁,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17332,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17332,train,17332,把主驾座椅调到最后靠背调到最大,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17333,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17333,train,17333,给我放点那个专辑里面的故事,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17334,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17334,train,17334,音乐切换随机播放模式,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17335,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17335,train,17335,打开驻车舒享关闭空调打开所有窗户,3,3,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17336,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17336,train,17336,调节吹人吹窗风向角度为向上四十五度,1,1,True,车载控制,split_sens_gt_semantic_units,manual_review,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17337,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17337,train,17337,客厅里的空调声音给我再设定低一点点,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17338,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17338,train,17338,电热水器调到双人洗,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17339,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17339,train,17339,查询当前能耗,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17340,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17340,train,17340,查看终点,1,0,False,地图,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17341,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:17341,train,17341,这个故事名字是什么,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
