status,reason_codes,normalized_signature,total,train,validation,test
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""activate"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":4}}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""activate"",""property"":""temperature"",""target"":{""kind"":""extreme"",""value"":""max""}}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""deactivate"",""operator_modifier"":""assignment"",""property"":""amplitude""}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""deactivate"",""property"":""temperature""}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":1},""zone"":""all""}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":3},""zone"":""all""}",1,0,1,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":16},""zone"":""driver""}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":16},""zone"":""front_passenger""}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":18},""zone"":""front_passenger""}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":22},""zone"":""front_passenger""}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":23.5},""zone"":""front_passenger""}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":23.5}}",1,0,1,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":23},""zone"":""driver""}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":24},""zone"":""all""}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":25},""zone"":""all""}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":26},""zone"":""all""}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":28},""zone"":""driver""}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":28},""zone"":""front_passenger""}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""zone"":""all""}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""operator_modifier"":""assignment"",""zone"":""front_passenger""}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""property"":""fan_speed"",""target"":{""direction"":""increase"",""kind"":""relative"",""magnitude"":""default""},""zone"":""front_passenger""}",1,0,0,1
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""property"":""temperature"",""target"":{""direction"":""decrease"",""kind"":""relative"",""magnitude"":""default""},""zone"":""driver""}",1,0,0,1
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""property"":""temperature"",""target"":{""direction"":""increase"",""kind"":""relative"",""magnitude"":""default""},""zone"":""front_passenger""}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":16},""zone"":""all""}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":18},""zone"":""all""}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":20}}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":23},""zone"":""all""}",1,0,0,1
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":24},""zone"":""front_passenger""}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":25},""zone"":""all""}",1,0,1,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":28},""zone"":""all""}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""property"":""temperature"",""zone"":""all""}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator_modifier"":""assignment"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":2}}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator_modifier"":""assignment"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":5}}",1,0,0,1
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator_modifier"":""assignment"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":6}}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator_modifier"":""assignment"",""property"":""fan_speed""}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":18},""zone"":""all""}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":22}}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator_modifier"":""assignment"",""property"":""temperature"",""zone"":""driver""}",1,0,0,1
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""property"":""amplitude""}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""property"":""fan_speed"",""target"":{""direction"":""increase"",""kind"":""relative"",""magnitude"":""small""}}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":21}}",1,0,0,1
needs_context,missing_required_argument,"{""entity"":""seat"",""feature"":""heating"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""extreme"",""value"":""max""}}",1,1,0,0
needs_context,missing_required_argument,"{""entity"":""seat"",""feature"":""heating"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""extreme"",""value"":""min""}}",1,1,0,0
needs_context,missing_required_argument,"{""entity"":""seat"",""feature"":""massage"",""intent_class"":""body_control"",""operator"":""set""}",1,1,0,0
needs_context,missing_required_argument,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""fan_speed"",""target"":{""kind"":""extreme"",""value"":""min""}}",1,1,0,0
needs_context,missing_required_argument,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""activate"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":2}}",1,1,0,0
needs_context,missing_required_argument,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":2}}",1,0,0,1
needs_context,missing_required_argument,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""fan_speed"",""target"":{""kind"":""extreme"",""value"":""max""}}",1,1,0,0
needs_context,missing_required_argument,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""set"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":3}}",1,0,0,1
needs_context,missing_required_argument,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""set""}",1,0,0,1
needs_context,missing_required_argument,"{""entity"":""seat"",""intent_class"":""body_control"",""operator"":""set"",""property"":""temperature"",""target"":{""direction"":""decrease"",""kind"":""relative"",""magnitude"":""default""}}",1,1,0,0
needs_context,missing_required_argument,"{""entity"":""window"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""deactivate""}",1,1,0,0
needs_context,missing_required_argument,"{""entity"":""window"",""intent_class"":""body_control"",""operator"":""set"",""property"":""amplitude""}",1,1,0,0
needs_context,missing_required_argument,"{""entity"":""window"",""intent_class"":""body_control""}",1,1,0,0
unsupported,function_outside_schema,"{""intent_class"":""infotainment_control"",""operator"":""activate"",""operator_modifier"":""assignment""}",1,1,0,0
unsupported,function_outside_schema,"{""intent_class"":""infotainment_control"",""operator"":""activate"",""zone"":""front_passenger""}",1,1,0,0
unsupported,function_outside_schema,"{""intent_class"":""infotainment_control"",""operator"":""set"",""operator_modifier"":""assignment"",""zone"":""all""}",1,1,0,0
unsupported,function_outside_schema,"{""intent_class"":""infotainment_control"",""zone"":""driver""}",1,1,0,0
